engine_size_l,cylinders,fuel_type,vehicle_class,distance_km,duration_minutes,avg_speed_kmh,max_speed_kmh,idle_time_minutes,route_type,load_weight_kg,traffic_level,weather,fuel_used_liters
3.5,6,petrol,SUV,143.04,93.14,92.15,140.0,8.11,highway,251.08,low,clear,16.623
2.4,4,diesel,Pickup,59.22,78.79,45.1,58.09,10.76,mixed,34.86,medium,clear,6.489
3.0,4,diesel,Pickup,39.65,63.05,37.74,61.95,9.12,urban,1932.36,low,rain,4.793
3.5,6,petrol,SUV,255.91,183.63,83.62,116.07,12.83,highway,214.28,medium,clear,32.283
1.5,4,petrol,Compact,395.69,323.26,73.44,110.94,19.73,highway,329.69,medium,clear,24.083
2.0,4,petrol,Sedan,171.45,237.58,43.3,72.22,30.22,mixed,492.63,medium,hot,17.005
3.0,4,diesel,Pickup,30.9,113.99,16.26,25.7,37.06,urban,1972.06,high,clear,6.599
3.0,4,diesel,Pickup,133.34,138.4,57.81,87.21,10.97,highway,69.76,high,clear,19.152
2.8,4,diesel,SUV,472.05,322.9,87.71,109.95,16.62,highway,251.07,medium,rain,54.166
2.4,4,diesel,Pickup,6.72,15.07,26.74,46.03,9.96,urban,654.88,high,clear,1.207
3.0,4,diesel,Pickup,43.55,68.39,38.21,63.95,15.0,mixed,1250.42,high,clear,6.803
2.8,4,diesel,SUV,6.44,14.03,27.56,47.58,4.86,urban,11.08,low,rain,0.956
5.7,8,diesel,Truck,388.07,311.0,74.87,112.04,18.69,highway,951.41,medium,rain,75.618
2.2,4,diesel,Van,181.17,223.91,48.55,79.51,30.2,mixed,1717.97,medium,clear,18.472
5.7,8,diesel,Truck,405.49,376.79,64.57,109.97,34.23,highway,1738.71,high,rain,92.209
2.5,4,diesel,Pickup,432.07,309.49,83.76,140.0,17.84,highway,10.05,medium,clear,44.299
4.5,6,diesel,SUV,17.87,107.24,10.0,13.26,34.0,urban,44.46,high,clear,4.737
2.2,4,diesel,Van,308.56,323.45,57.24,101.81,24.75,highway,1428.26,high,rain,38.334
5.7,8,diesel,Truck,14.7,27.64,31.9,53.49,10.81,urban,1146.55,low,clear,3.122
5.7,8,diesel,Truck,87.14,89.44,58.46,102.32,8.51,mixed,1689.9,low,clear,15.318
2.0,4,petrol,Sedan,58.25,42.72,81.81,121.32,2.46,highway,131.98,medium,clear,4.951
2.4,4,diesel,Pickup,294.45,314.96,56.09,88.75,24.16,highway,1157.87,high,clear,33.615
2.5,4,diesel,Pickup,168.18,297.65,33.9,40.75,54.3,mixed,217.21,high,hot,21.17
2.2,4,diesel,Van,188.95,395.28,28.68,38.78,71.95,mixed,539.59,high,rain,29.646
2.5,4,diesel,Pickup,224.21,175.7,76.57,107.93,11.49,highway,1513.41,medium,rain,23.378
4.5,6,diesel,SUV,158.59,228.18,41.7,65.05,41.46,mixed,151.87,high,rain,27.768
2.5,4,diesel,Pickup,7.72,42.49,10.9,16.25,16.29,urban,1901.22,high,hot,1.587
1.5,4,petrol,Compact,24.75,57.97,25.62,34.12,12.9,urban,337.7,medium,rain,2.656
1.5,4,petrol,Compact,418.43,342.51,73.3,104.39,17.94,highway,88.08,medium,clear,27.792
3.0,4,diesel,Pickup,157.33,158.04,59.73,97.8,18.53,mixed,665.31,low,rain,18.71
3.5,6,petrol,SUV,16.71,39.62,25.3,44.22,10.01,urban,326.95,low,clear,2.928
2.0,4,petrol,Sedan,32.73,90.4,21.73,36.11,22.11,urban,259.61,medium,hot,4.012
2.4,4,diesel,Pickup,39.38,107.03,22.08,26.51,17.82,urban,1970.41,low,clear,5.496
2.8,4,diesel,SUV,44.65,59.94,44.69,75.64,12.12,mixed,268.46,medium,clear,4.969
2.5,4,diesel,Pickup,11.67,22.17,31.57,52.14,5.83,urban,1788.11,medium,clear,1.434
3.0,4,diesel,Pickup,80.66,83.67,57.84,91.37,8.76,mixed,518.48,low,clear,8.434
2.5,4,diesel,Pickup,273.66,204.08,80.46,131.12,11.28,highway,1514.59,medium,rain,30.12
2.4,4,diesel,Pickup,107.63,153.25,42.14,58.21,19.02,mixed,1064.49,medium,clear,10.764
1.5,4,petrol,Compact,366.36,419.85,52.36,78.91,32.26,highway,83.81,high,clear,29.185
2.4,4,diesel,Pickup,331.26,206.96,96.04,140.0,12.2,highway,1916.25,low,clear,31.366
2.5,4,diesel,Pickup,8.28,28.64,17.36,29.64,10.43,urban,1363.67,high,rain,1.751
1.5,4,petrol,Compact,10.55,15.66,40.42,68.58,4.46,urban,32.6,low,clear,0.772
1.5,4,petrol,Compact,22.89,43.76,31.39,52.43,10.22,urban,428.98,medium,hot,1.88
2.8,4,diesel,SUV,272.57,152.3,107.38,140.0,6.24,highway,217.09,low,clear,29.024
2.2,4,diesel,Van,105.38,117.57,53.78,68.58,15.19,mixed,689.12,medium,rain,10.584
3.5,6,petrol,SUV,280.91,220.34,76.49,94.77,13.89,highway,213.72,medium,clear,33.434
3.5,6,petrol,SUV,292.36,213.12,82.31,115.22,10.98,highway,48.28,medium,clear,36.802
2.2,4,diesel,Van,5.84,14.78,23.7,41.65,5.48,urban,1525.31,medium,clear,0.844
3.0,4,diesel,Pickup,14.53,36.58,23.83,42.35,9.88,urban,1289.13,medium,clear,2.549
3.5,6,petrol,SUV,356.42,290.4,73.64,119.54,15.21,highway,141.47,medium,hot,44.716
4.5,6,diesel,SUV,118.21,113.96,62.24,81.92,10.18,mixed,256.3,low,clear,16.114
4.5,6,diesel,SUV,485.91,369.96,78.8,114.38,18.53,highway,182.48,medium,clear,64.125
5.7,8,diesel,Truck,17.0,36.04,28.3,34.16,8.98,urban,1002.79,medium,clear,4.36
1.5,4,petrol,Compact,35.11,84.89,24.82,35.7,17.72,urban,225.67,medium,rain,3.557
5.7,8,diesel,Truck,27.42,34.9,47.13,73.63,7.41,mixed,1169.98,medium,clear,5.572
5.7,8,diesel,Truck,99.05,107.79,55.14,69.43,10.01,highway,287.38,high,rain,21.466
2.0,4,petrol,Sedan,167.76,196.77,51.16,66.12,24.19,mixed,369.24,medium,clear,16.244
3.5,6,petrol,SUV,37.11,134.28,16.58,28.97,27.28,urban,194.68,medium,clear,6.743
3.5,6,petrol,SUV,367.52,271.73,81.15,109.71,19.82,highway,14.32,medium,clear,44.117
5.7,8,diesel,Truck,74.12,91.52,48.59,76.2,8.56,mixed,667.23,low,rain,14.387
3.0,4,diesel,Pickup,23.77,64.44,22.13,28.24,21.0,urban,284.12,high,clear,4.466
5.7,8,diesel,Truck,60.89,104.44,34.98,53.13,19.25,mixed,569.35,high,hot,13.997
3.5,6,petrol,SUV,343.74,267.51,77.1,126.82,15.21,highway,28.79,medium,rain,44.872
3.0,4,diesel,Pickup,167.34,157.33,63.82,99.8,14.12,mixed,1808.95,low,clear,16.634
2.2,4,diesel,Van,33.48,65.25,30.79,44.98,9.99,urban,38.5,low,clear,3.181
4.5,6,diesel,SUV,179.55,236.83,45.49,69.47,42.73,mixed,372.75,high,hot,33.244
2.2,4,diesel,Van,179.06,133.57,80.44,115.8,8.75,highway,790.81,medium,rain,18.111
2.5,4,diesel,Pickup,11.93,25.46,28.11,37.74,5.77,urban,1875.98,medium,rain,1.89
2.8,4,diesel,SUV,339.24,285.65,71.26,106.02,17.02,highway,102.64,medium,clear,35.242
2.0,4,petrol,Sedan,21.94,46.7,28.19,50.73,11.56,urban,494.99,medium,rain,2.723
2.0,4,petrol,Sedan,255.18,155.4,98.52,140.0,9.27,highway,486.43,low,clear,21.149
3.5,6,petrol,SUV,47.53,136.21,20.94,36.18,19.86,urban,144.87,low,rain,8.751
2.0,4,petrol,Sedan,277.28,176.47,94.28,140.0,6.53,highway,184.44,low,clear,23.364
3.5,6,petrol,SUV,307.44,319.66,57.71,73.83,26.48,highway,217.72,high,clear,46.863
2.4,4,diesel,Pickup,38.06,109.88,20.78,30.11,22.15,urban,1213.05,medium,hot,5.834
3.5,6,petrol,SUV,19.48,78.78,14.84,23.26,24.0,urban,264.31,high,rain,4.57
2.0,4,petrol,Sedan,6.19,15.19,24.43,40.99,3.26,urban,226.5,low,clear,0.753
1.5,4,petrol,Compact,413.57,262.35,94.58,140.0,9.98,highway,161.15,low,clear,27.455
2.2,4,diesel,Van,290.39,207.63,83.91,122.46,11.45,highway,1528.49,medium,rain,29.882
3.0,4,diesel,Pickup,69.41,48.66,85.58,123.15,3.15,highway,1591.41,medium,hot,8.552
4.5,6,diesel,SUV,26.56,53.18,29.96,49.22,10.36,urban,452.69,low,clear,4.62
3.0,4,diesel,Pickup,58.03,64.39,54.07,80.07,8.0,mixed,1299.02,medium,clear,6.194
2.8,4,diesel,SUV,189.39,118.45,95.94,140.0,9.42,highway,295.15,low,hot,21.338
2.5,4,diesel,Pickup,15.12,39.25,23.11,36.79,11.73,urban,574.26,medium,clear,2.078
2.4,4,diesel,Pickup,355.04,427.78,49.8,69.35,32.59,highway,1755.66,high,clear,41.9
2.0,4,petrol,Sedan,273.0,197.85,82.79,102.17,11.55,highway,105.32,medium,rain,23.788
2.2,4,diesel,Van,57.39,87.43,39.39,64.95,19.8,mixed,1073.11,high,clear,6.805
3.0,4,diesel,Pickup,28.01,69.79,24.08,34.06,14.65,urban,1229.54,medium,clear,4.487
2.8,4,diesel,SUV,114.54,135.77,50.62,77.6,19.01,mixed,109.94,medium,rain,12.403
4.5,6,diesel,SUV,187.78,283.4,39.76,51.71,52.1,mixed,242.53,high,rain,35.667
2.2,4,diesel,Van,180.46,181.32,59.72,101.29,18.95,mixed,1138.28,low,clear,16.775
4.5,6,diesel,SUV,173.59,108.75,95.78,140.0,6.43,highway,256.24,low,clear,25.146
2.2,4,diesel,Van,94.43,115.17,49.19,80.51,9.83,mixed,445.5,low,clear,8.35
3.5,6,petrol,SUV,53.88,95.13,33.98,60.23,17.69,mixed,365.82,high,rain,8.029
2.4,4,diesel,Pickup,43.1,91.63,28.22,48.74,18.48,urban,64.92,medium,clear,5.46
1.5,4,petrol,Compact,99.75,117.49,50.94,80.28,15.64,mixed,331.09,medium,clear,7.112
3.5,6,petrol,SUV,44.53,54.81,48.74,68.82,12.58,mixed,289.24,medium,rain,6.561
2.5,4,diesel,Pickup,179.81,202.87,53.18,75.7,18.26,mixed,354.08,low,clear,19.306
2.8,4,diesel,SUV,115.39,73.6,94.06,140.0,5.63,highway,72.56,low,rain,12.957
2.4,4,diesel,Pickup,15.3,58.31,15.75,24.37,12.36,urban,1735.49,low,rain,2.47
2.2,4,diesel,Van,194.61,133.85,87.23,140.0,4.75,highway,566.62,low,rain,18.917
3.0,4,diesel,Pickup,23.35,69.84,20.06,33.65,15.96,urban,1175.12,medium,clear,4.062
2.2,4,diesel,Van,109.23,117.29,55.88,89.45,13.14,mixed,328.3,low,hot,10.428
5.7,8,diesel,Truck,192.9,133.01,87.01,137.44,7.18,highway,1794.97,medium,clear,35.225
5.7,8,diesel,Truck,41.87,150.3,16.71,23.48,46.14,urban,697.41,high,clear,13.617
4.5,6,diesel,SUV,8.01,20.25,23.72,33.76,7.05,urban,297.96,medium,rain,1.731
4.5,6,diesel,SUV,16.46,38.37,25.73,33.29,10.24,urban,361.01,medium,clear,3.413
5.7,8,diesel,Truck,107.86,70.11,92.3,112.18,7.63,highway,1703.67,low,hot,23.107
4.5,6,diesel,SUV,193.1,179.53,64.54,79.14,16.75,mixed,199.1,low,clear,25.756
2.8,4,diesel,SUV,28.52,83.6,20.47,26.19,18.98,urban,337.52,medium,rain,4.687
2.5,4,diesel,Pickup,252.18,284.88,53.11,88.07,22.8,highway,1113.54,high,clear,30.448
2.0,4,petrol,Sedan,111.17,172.26,38.72,47.99,22.62,mixed,292.61,medium,clear,10.249
2.5,4,diesel,Pickup,117.88,152.09,46.5,66.61,20.08,mixed,1027.31,medium,clear,12.659
3.0,4,diesel,Pickup,8.6,19.41,26.57,41.64,3.05,urban,132.34,low,rain,1.36
2.5,4,diesel,Pickup,31.49,67.33,28.07,43.93,14.53,urban,947.62,medium,clear,4.72
3.5,6,petrol,SUV,98.05,108.07,54.44,73.62,11.01,mixed,267.81,low,clear,12.773
5.7,8,diesel,Truck,372.56,312.35,71.57,86.97,18.39,highway,429.51,medium,clear,69.066
3.0,4,diesel,Pickup,66.08,148.27,26.74,47.64,26.8,mixed,1182.86,high,clear,12.955
5.7,8,diesel,Truck,195.7,122.84,95.59,140.0,5.16,highway,521.11,low,clear,35.058
2.2,4,diesel,Van,46.66,103.03,27.17,46.16,16.59,urban,789.58,low,hot,5.393
4.5,6,diesel,SUV,124.65,92.06,81.23,129.53,5.04,highway,195.36,medium,hot,17.435
2.0,4,petrol,Sedan,51.2,31.42,97.77,132.16,3.94,highway,280.56,low,hot,4.443
5.7,8,diesel,Truck,6.94,13.57,30.67,48.97,3.81,urban,1698.44,low,clear,1.442
2.8,4,diesel,SUV,388.82,382.77,60.95,94.65,33.7,highway,273.26,high,rain,48.99
3.0,4,diesel,Pickup,33.87,66.48,30.56,43.22,10.75,urban,1351.49,low,hot,4.195
2.5,4,diesel,Pickup,284.82,212.18,80.54,98.15,15.12,highway,101.04,medium,hot,30.136
2.8,4,diesel,SUV,121.96,147.89,49.48,84.05,17.78,mixed,136.46,medium,clear,12.681
1.5,4,petrol,Compact,9.24,19.19,28.88,43.83,3.98,urban,484.22,medium,clear,0.834
5.7,8,diesel,Truck,86.31,185.18,27.96,36.36,33.38,mixed,266.76,high,rain,23.556
2.4,4,diesel,Pickup,100.88,121.62,49.77,70.84,10.44,mixed,503.2,low,clear,9.327
2.0,4,petrol,Sedan,59.85,63.78,56.31,75.16,6.96,mixed,178.69,low,rain,5.192
3.0,4,diesel,Pickup,22.39,23.07,58.22,77.44,2.9,mixed,311.84,medium,rain,2.785
3.5,6,petrol,SUV,457.22,384.7,71.31,113.24,25.34,highway,397.28,medium,clear,62.316
3.0,4,diesel,Pickup,54.97,57.63,57.23,79.62,5.38,highway,1268.15,high,clear,7.459
5.7,8,diesel,Truck,174.93,211.97,49.52,64.54,28.82,mixed,806.52,medium,clear,34.978
4.5,6,diesel,SUV,34.08,84.21,24.28,42.29,26.68,urban,205.26,high,clear,8.675
2.5,4,diesel,Pickup,30.34,80.83,22.53,39.19,18.5,urban,1971.95,medium,rain,4.665
5.7,8,diesel,Truck,8.79,22.34,23.61,30.6,3.16,urban,1564.18,low,clear,2.223
2.2,4,diesel,Van,23.7,63.41,22.43,39.61,13.08,urban,1325.44,medium,clear,3.326
2.4,4,diesel,Pickup,5.54,23.68,14.03,21.72,5.25,urban,129.8,medium,hot,0.834
5.7,8,diesel,Truck,144.82,172.33,50.42,78.67,28.22,mixed,1284.26,medium,hot,30.73
3.0,4,diesel,Pickup,22.22,68.94,19.34,29.41,18.81,urban,1371.41,medium,clear,3.685
5.7,8,diesel,Truck,329.73,219.61,90.09,140.0,8.48,highway,976.12,low,clear,57.17
2.5,4,diesel,Pickup,38.99,108.98,21.47,26.08,22.76,urban,283.1,medium,rain,6.189
2.8,4,diesel,SUV,18.23,33.81,32.34,44.36,5.85,urban,50.97,low,rain,2.032
1.5,4,petrol,Compact,146.47,154.29,56.96,89.19,18.75,mixed,313.87,medium,clear,10.7
3.0,4,diesel,Pickup,29.47,46.33,38.16,53.66,11.47,urban,456.36,medium,clear,3.623
2.0,4,petrol,Sedan,433.5,293.27,88.69,140.0,19.3,highway,164.25,medium,clear,38.819
4.5,6,diesel,SUV,17.36,51.25,20.32,31.85,11.4,urban,363.37,medium,hot,3.512
1.5,4,petrol,Compact,44.67,81.23,32.99,54.7,18.43,urban,122.92,medium,rain,3.631
1.5,4,petrol,Compact,8.11,15.7,31.0,53.8,4.21,urban,111.15,low,rain,0.603
5.7,8,diesel,Truck,147.28,213.33,41.42,63.47,28.22,mixed,84.67,medium,clear,29.14
2.2,4,diesel,Van,82.58,91.26,54.29,74.35,11.65,mixed,1890.01,medium,clear,8.803
4.5,6,diesel,SUV,30.54,36.03,50.86,83.35,6.51,mixed,65.32,medium,clear,4.552
2.4,4,diesel,Pickup,143.21,286.03,30.04,49.86,51.63,mixed,1652.8,high,clear,17.943
2.4,4,diesel,Pickup,12.41,74.46,10.0,13.07,26.26,urban,807.05,high,rain,2.489
5.7,8,diesel,Truck,164.14,219.45,44.88,65.65,30.03,mixed,1193.28,medium,rain,33.863
4.5,6,diesel,SUV,318.93,212.19,90.18,114.2,12.53,highway,375.57,low,clear,44.601
5.7,8,diesel,Truck,86.92,96.43,54.09,78.52,19.54,mixed,698.97,medium,rain,17.304
5.7,8,diesel,Truck,24.54,64.18,22.94,30.16,17.13,urban,1416.02,medium,clear,6.508
2.5,4,diesel,Pickup,32.23,99.74,19.39,28.87,20.04,urban,1635.06,medium,rain,5.454
2.5,4,diesel,Pickup,32.54,77.1,25.33,41.99,13.12,urban,645.63,low,rain,4.767
3.5,6,petrol,SUV,23.95,54.18,26.53,34.88,12.58,urban,252.99,medium,hot,4.613
2.8,4,diesel,SUV,42.02,174.51,14.45,23.26,54.09,urban,297.28,high,clear,8.193
4.5,6,diesel,SUV,25.08,100.36,15.0,23.34,31.89,urban,342.11,high,clear,6.512
4.5,6,diesel,SUV,108.77,81.04,80.53,139.49,5.16,highway,166.14,medium,rain,16.78
2.0,4,petrol,Sedan,60.3,67.59,53.53,90.94,10.21,mixed,207.31,low,clear,4.462
3.0,4,diesel,Pickup,174.9,245.24,42.79,67.99,19.3,highway,461.1,high,clear,24.124
2.5,4,diesel,Pickup,193.67,137.65,84.42,140.0,7.12,highway,524.92,low,clear,18.37
5.7,8,diesel,Truck,14.7,67.74,13.02,20.38,22.91,urban,628.95,high,clear,5.14
2.4,4,diesel,Pickup,309.54,237.13,78.32,110.12,12.88,highway,1522.22,medium,clear,28.124
5.7,8,diesel,Truck,161.65,143.31,67.68,83.38,13.06,mixed,541.47,low,clear,30.414
4.5,6,diesel,SUV,20.34,51.75,23.58,40.8,15.88,urban,169.79,high,rain,5.139
1.5,4,petrol,Compact,212.65,148.16,86.12,122.88,8.44,highway,400.0,low,hot,14.796
4.5,6,diesel,SUV,58.92,69.87,50.6,83.68,8.62,mixed,419.17,medium,clear,8.445
2.4,4,diesel,Pickup,40.24,106.11,22.75,32.12,16.93,urban,1093.57,low,clear,5.105
3.5,6,petrol,SUV,165.81,474.18,20.98,30.51,86.78,mixed,472.53,high,clear,32.92
2.0,4,petrol,Sedan,171.55,177.7,57.93,87.74,21.83,mixed,168.83,medium,rain,15.968
2.8,4,diesel,SUV,16.42,59.57,16.53,27.86,18.48,urban,1.96,high,clear,3.248
1.5,4,petrol,Compact,24.96,92.12,16.26,27.14,27.96,urban,323.58,high,clear,3.081
2.5,4,diesel,Pickup,275.73,207.26,79.82,131.22,11.79,highway,488.46,medium,clear,27.025
2.8,4,diesel,SUV,194.4,134.31,86.84,140.0,7.33,highway,75.55,medium,hot,21.435
2.0,4,petrol,Sedan,190.99,240.77,47.6,79.64,29.76,mixed,83.55,medium,rain,19.01
3.0,4,diesel,Pickup,42.4,171.95,14.79,19.68,56.87,urban,614.0,high,hot,9.456
2.5,4,diesel,Pickup,32.61,32.72,59.79,92.31,3.97,mixed,554.09,low,rain,3.695
2.4,4,diesel,Pickup,45.98,98.22,28.09,39.1,20.6,urban,1227.42,medium,hot,6.529
2.0,4,petrol,Sedan,168.04,251.45,40.1,69.45,45.31,mixed,191.43,high,clear,17.722
5.7,8,diesel,Truck,211.64,143.82,88.29,115.22,9.44,highway,1217.38,low,rain,40.705
2.4,4,diesel,Pickup,174.5,197.13,53.11,75.06,25.36,mixed,1666.11,medium,clear,18.899
3.0,4,diesel,Pickup,38.67,102.23,22.69,28.81,16.04,urban,728.57,low,hot,5.887
2.5,4,diesel,Pickup,70.8,75.03,56.61,93.62,6.51,mixed,893.83,low,rain,7.558
5.7,8,diesel,Truck,46.76,134.83,20.81,30.77,32.21,urban,1802.77,medium,rain,12.865
4.5,6,diesel,SUV,20.55,45.81,26.92,47.64,20.61,urban,187.62,medium,clear,4.156
2.5,4,diesel,Pickup,30.25,84.43,21.5,34.21,12.11,urban,1037.23,low,clear,4.03
4.5,6,diesel,SUV,27.2,43.48,37.54,54.3,6.51,urban,372.57,low,hot,4.359
5.7,8,diesel,Truck,23.33,44.23,31.65,53.27,6.83,urban,1757.87,low,clear,4.523
2.2,4,diesel,Van,98.84,107.09,55.38,66.64,9.08,mixed,488.13,low,clear,9.042
2.4,4,diesel,Pickup,147.02,154.79,56.99,96.09,15.26,highway,1819.44,high,rain,16.157
2.2,4,diesel,Van,440.83,300.15,88.12,140.0,12.96,highway,1786.06,low,rain,46.784
2.4,4,diesel,Pickup,118.06,130.83,54.14,72.1,10.54,highway,1950.59,high,hot,13.725
2.2,4,diesel,Van,34.69,90.74,22.94,39.17,20.37,urban,1465.54,medium,rain,4.567
3.0,4,diesel,Pickup,352.92,416.1,50.89,81.44,35.73,highway,1155.9,high,clear,45.478
3.0,4,diesel,Pickup,48.51,96.46,30.18,44.07,20.93,urban,1632.91,medium,rain,6.13
3.5,6,petrol,SUV,9.16,20.32,27.04,47.21,6.51,urban,402.98,high,clear,1.776
5.7,8,diesel,Truck,13.96,30.15,27.77,49.98,7.87,urban,1479.41,low,hot,3.872
1.5,4,petrol,Compact,127.7,136.44,56.16,97.26,12.45,highway,491.02,high,clear,10.724
3.5,6,petrol,SUV,466.12,307.0,91.1,138.39,16.91,highway,451.17,low,hot,61.108
2.5,4,diesel,Pickup,40.65,92.12,26.48,32.01,21.74,urban,1876.92,medium,clear,6.096
3.5,6,petrol,SUV,33.29,97.5,20.49,32.26,17.14,urban,468.39,low,clear,5.483
2.4,4,diesel,Pickup,41.56,47.65,52.33,89.48,10.36,mixed,1917.51,low,clear,4.295
2.4,4,diesel,Pickup,75.04,56.29,79.99,112.16,3.52,highway,134.06,medium,rain,6.927
2.8,4,diesel,SUV,348.38,406.53,51.42,74.1,36.8,highway,497.77,high,rain,46.594
2.8,4,diesel,SUV,466.95,380.85,73.57,128.87,23.97,highway,494.59,medium,clear,49.545
4.5,6,diesel,SUV,168.15,180.25,55.97,100.06,15.84,mixed,435.45,low,rain,24.372
2.4,4,diesel,Pickup,28.31,79.85,21.27,34.28,25.12,urban,758.6,high,clear,4.901
4.5,6,diesel,SUV,107.18,121.81,52.79,92.64,18.12,mixed,167.04,medium,clear,15.655
3.5,6,petrol,SUV,28.87,43.95,39.41,67.31,10.18,mixed,477.01,high,clear,4.719
2.5,4,diesel,Pickup,31.51,64.35,29.38,44.89,10.11,urban,1237.35,low,clear,4.18
4.5,6,diesel,SUV,89.69,103.13,52.18,89.56,9.85,mixed,458.51,low,clear,12.794
4.5,6,diesel,SUV,28.95,63.05,27.55,42.8,9.47,urban,87.61,low,clear,4.988
1.5,4,petrol,Compact,42.7,102.1,25.09,30.58,21.14,urban,493.17,low,rain,4.599
2.5,4,diesel,Pickup,34.41,38.31,53.89,81.76,9.86,mixed,857.5,medium,rain,3.937
2.5,4,diesel,Pickup,467.44,525.82,53.34,91.98,40.05,highway,410.68,high,clear,57.817
1.5,4,petrol,Compact,92.04,87.62,63.03,112.47,8.52,mixed,30.22,low,clear,6.119
2.5,4,diesel,Pickup,276.08,192.65,85.99,131.24,13.82,highway,1087.09,medium,clear,28.225
3.0,4,diesel,Pickup,135.66,125.84,64.68,78.56,12.46,mixed,1461.34,low,clear,14.465
2.4,4,diesel,Pickup,70.0,102.73,40.88,67.63,21.26,mixed,1019.75,high,clear,7.965
2.4,4,diesel,Pickup,14.56,32.41,26.95,35.41,4.6,urban,1348.46,low,clear,1.824
3.0,4,diesel,Pickup,103.48,210.8,29.45,52.27,38.98,mixed,1750.66,high,clear,18.328
3.5,6,petrol,SUV,25.83,27.34,56.68,79.8,3.73,mixed,403.78,medium,rain,4.006
3.0,4,diesel,Pickup,38.55,73.81,31.33,43.7,17.46,urban,1724.61,medium,clear,5.034
4.5,6,diesel,SUV,34.67,208.04,10.0,17.88,65.6,urban,150.89,high,rain,9.328
2.5,4,diesel,Pickup,53.47,54.25,59.14,80.46,7.99,mixed,1991.22,low,clear,5.537
5.7,8,diesel,Truck,392.0,444.93,52.86,82.31,40.66,highway,655.09,high,rain,80.805
3.0,4,diesel,Pickup,14.31,31.02,27.68,38.5,6.73,urban,1757.5,medium,clear,2.431
2.0,4,petrol,Sedan,9.62,30.3,19.04,33.83,11.31,urban,87.59,high,rain,1.629
2.4,4,diesel,Pickup,400.43,249.17,96.42,140.0,13.86,highway,145.83,low,hot,41.616
2.0,4,petrol,Sedan,84.94,58.86,86.59,123.49,4.04,highway,273.62,low,clear,6.985
2.8,4,diesel,SUV,299.03,364.91,49.17,84.94,27.45,highway,493.99,high,rain,36.87
5.7,8,diesel,Truck,28.1,64.45,26.16,44.69,14.35,urban,1207.69,medium,clear,7.849
4.5,6,diesel,SUV,32.63,178.15,10.99,17.1,36.16,urban,470.63,medium,rain,7.739
2.4,4,diesel,Pickup,172.5,265.12,39.04,69.56,49.12,mixed,351.25,high,hot,21.028
4.5,6,diesel,SUV,181.68,225.36,48.37,64.8,20.85,mixed,254.5,low,clear,26.514
3.0,4,diesel,Pickup,107.48,139.57,46.21,60.13,11.73,highway,200.57,high,clear,14.547
3.5,6,petrol,SUV,34.82,50.35,41.49,65.1,13.6,mixed,55.66,medium,clear,4.922
2.0,4,petrol,Sedan,32.86,53.74,36.69,44.89,13.02,urban,47.53,low,rain,3.088
2.2,4,diesel,Van,8.7,25.15,20.76,27.56,8.48,urban,15.61,high,clear,1.455
2.4,4,diesel,Pickup,290.08,199.46,87.26,109.93,12.97,highway,742.83,medium,clear,28.196
2.4,4,diesel,Pickup,30.64,96.0,19.15,34.02,28.88,urban,156.06,high,rain,5.288
2.4,4,diesel,Pickup,136.36,152.86,53.52,84.97,26.84,mixed,427.79,medium,hot,13.83
5.7,8,diesel,Truck,179.82,184.34,58.53,101.46,22.59,mixed,1963.75,medium,clear,33.6
2.4,4,diesel,Pickup,142.58,115.02,74.38,102.15,7.02,highway,1978.36,medium,hot,13.59
2.8,4,diesel,SUV,5.77,13.52,25.62,43.92,3.64,urban,231.0,medium,rain,0.923
4.5,6,diesel,SUV,486.53,309.65,94.27,121.07,12.61,highway,100.49,low,clear,67.147
2.8,4,diesel,SUV,34.46,74.54,27.74,47.11,15.96,urban,346.39,medium,rain,5.056
3.0,4,diesel,Pickup,20.35,53.33,22.9,38.64,11.01,urban,1579.9,medium,clear,3.699
2.2,4,diesel,Van,15.16,44.45,20.47,30.66,14.34,urban,966.5,high,hot,2.534
5.7,8,diesel,Truck,20.18,53.63,22.58,35.34,11.06,urban,1661.17,medium,rain,5.781
2.2,4,diesel,Van,432.27,459.46,56.45,73.34,39.94,highway,1737.01,high,hot,51.665
2.8,4,diesel,SUV,76.33,91.34,50.14,74.9,12.18,mixed,102.81,medium,hot,9.927
2.4,4,diesel,Pickup,117.39,219.95,32.02,45.76,41.35,mixed,1474.18,high,rain,15.408
4.5,6,diesel,SUV,287.63,205.02,84.18,140.0,7.32,highway,21.78,low,rain,39.543
4.5,6,diesel,SUV,121.75,135.26,54.01,77.8,11.76,mixed,0.66,low,clear,15.507
2.5,4,diesel,Pickup,490.05,584.98,50.26,74.37,46.15,highway,1664.45,high,clear,60.38
4.5,6,diesel,SUV,343.31,262.02,78.61,109.35,14.02,highway,187.79,medium,hot,48.203
3.5,6,petrol,SUV,32.65,69.75,28.08,35.74,9.78,urban,253.93,low,rain,5.554
4.5,6,diesel,SUV,160.71,209.77,45.97,61.4,26.44,mixed,212.43,medium,hot,23.935
3.0,4,diesel,Pickup,135.82,244.98,33.27,51.79,44.95,mixed,653.42,high,rain,21.163
2.8,4,diesel,SUV,436.63,277.2,94.51,136.15,10.83,highway,28.72,low,clear,49.657
3.5,6,petrol,SUV,14.89,49.89,17.91,23.76,15.97,urban,32.07,high,hot,3.387
